episode,reward,avg100,loss,epsilon
1,11.0,11.0,nan,0.9998642857142858
2,18.0,14.5,nan,0.9997285714285714
3,10.0,13.0,nan,0.9995928571428572
4,15.0,13.5,nan,0.9994571428571428
5,20.0,14.8,nan,0.9993214285714286
6,37.0,18.5,nan,0.9991857142857142
7,14.0,17.857142857142858,nan,0.99905
8,28.0,19.125,nan,0.9989142857142858
9,12.0,18.333333333333332,nan,0.9987785714285714
10,46.0,21.1,nan,0.9986428571428572
11,12.0,20.272727272727273,nan,0.9985071428571428
12,9.0,19.333333333333332,nan,0.9983714285714286
13,23.0,19.615384615384617,nan,0.9982357142857143
14,16.0,19.357142857142858,nan,0.9981
15,13.0,18.933333333333334,nan,0.9979642857142857
16,11.0,18.4375,nan,0.9978285714285714
17,10.0,17.941176470588236,nan,0.9976928571428572
18,18.0,17.944444444444443,nan,0.9975571428571428
19,25.0,18.31578947368421,nan,0.9974214285714286
20,30.0,18.9,nan,0.9972857142857143
21,33.0,19.571428571428573,nan,0.99715
22,19.0,19.545454545454547,nan,0.9970142857142857
23,26.0,19.82608695652174,nan,0.9968785714285714
24,17.0,19.708333333333332,nan,0.9967428571428572
25,9.0,19.28,nan,0.9966071428571428
26,12.0,19.0,nan,0.9964714285714286
27,28.0,19.333333333333332,0.49510947517726733,0.9963357142857143
28,41.0,20.107142857142858,0.1957132337478603,0.9962
29,19.0,20.06896551724138,0.030867217402709157,0.9960642857142857
30,30.0,20.4,0.19228321148548275,0.9959285714285714
31,12.0,20.129032258064516,0.2929510474205017,0.9957928571428571
32,27.0,20.34375,0.09331532816092174,0.9956571428571429
33,13.0,20.12121212121212,0.04890679224179341,0.9955214285714286
34,17.0,20.029411764705884,0.04772320696536232,0.9953857142857143
35,13.0,19.82857142857143,0.042065901251939625,0.99525
36,14.0,19.666666666666668,0.30998636689037085,0.9951142857142857
37,28.0,19.89189189189189,0.2215317940073354,0.9949785714285714
38,11.0,19.657894736842106,0.08867062492804094,0.9948428571428571
39,17.0,19.58974358974359,0.10782460583483472,0.9947071428571429
40,10.0,19.35,0.09337269142270088,0.9945714285714286
41,11.0,19.146341463414632,0.07894145765087822,0.9944357142857143
42,9.0,18.904761904761905,0.08292360603809357,0.9943
43,14.0,18.790697674418606,0.3426227181085518,0.9941642857142857
44,13.0,18.65909090909091,0.3332454768510965,0.9940285714285715
45,17.0,18.622222222222224,0.15434606504790924,0.9938928571428571
46,16.0,18.565217391304348,0.1388580333441496,0.9937571428571429
47,12.0,18.425531914893618,0.1640442597369353,0.9936214285714285
48,18.0,18.416666666666668,0.13585655660265022,0.9934857142857143
49,14.0,18.3265306122449,0.14407246932387352,0.99335
50,14.0,18.24,0.474275393145425,0.9932142857142857
51,25.0,18.372549019607842,0.23519905239343644,0.9930785714285715
52,15.0,18.307692307692307,0.19128944675127665,0.9929428571428571
53,11.0,18.169811320754718,0.16808002103458752,0.9928071428571429
54,14.0,18.09259259259259,0.17365120936717307,0.9926714285714285
55,26.0,18.236363636363638,0.2345264098392083,0.9925357142857143
56,56.0,18.910714285714285,0.28221686663372175,0.9924
57,58.0,19.596491228070175,0.3192224595053443,0.9922642857142857
58,24.0,19.67241379310345,0.2520186922823389,0.9921285714285715
59,16.0,19.610169491525422,0.28060482535511255,0.9919928571428571
60,28.0,19.75,0.24583626591733523,0.9918571428571429
61,23.0,19.80327868852459,0.4066461227510286,0.9917214285714285
62,15.0,19.725806451612904,0.3830730815728505,0.9915857142857143
63,28.0,19.857142857142858,0.30274768280131475,0.99145
64,51.0,20.34375,0.3241940402224952,0.9913142857142857
65,57.0,20.907692307692308,0.3912647212283653,0.9911785714285715
66,12.0,20.772727272727273,0.3502429860333602,0.9910428571428571
67,13.0,20.65671641791045,0.3789707880753737,0.9909071428571429
68,11.0,20.514705882352942,0.3075506023385308,0.9907714285714285
69,31.0,20.666666666666668,0.47001859834117277,0.9906357142857143
70,71.0,21.385714285714286,0.3518526875217196,0.9905
71,26.0,21.450704225352112,0.531471583705682,0.9903642857142857
72,11.0,21.305555555555557,0.445830762386322,0.9902285714285715
73,23.0,21.328767123287673,0.34281031852183136,0.9900928571428571
74,44.0,21.635135135135137,0.39065265672450716,0.9899571428571429
75,10.0,21.48,0.6926357507705688,0.9898214285714285
76,13.0,21.36842105263158,0.46978561121683854,0.9896857142857143
77,22.0,21.376623376623378,0.4513390348716216,0.98955
78,40.0,21.615384615384617,0.43339514918625355,0.9894142857142857
79,21.0,21.60759493670886,0.5177071172566641,0.9892785714285715
80,42.0,21.8625,0.5248271319128218,0.9891428571428571
81,38.0,22.061728395061728,0.4421643520656385,0.9890071428571429
82,48.0,22.378048780487806,0.5958225162078937,0.9888714285714286
83,12.0,22.253012048192772,0.5374297971526781,0.9887357142857143
84,14.0,22.154761904761905,0.5133495458534786,0.9886
85,81.0,22.847058823529412,0.5524781738166455,0.9884642857142857
86,28.0,22.906976744186046,0.4866084648030145,0.9883285714285714
87,14.0,22.804597701149426,0.440553503377097,0.9881928571428571
88,55.0,23.170454545454547,0.5833198796619069,0.9880571428571429
89,26.0,23.202247191011235,0.4797525382958926,0.9879214285714286
90,28.0,23.255555555555556,0.5208507563386645,0.9877857142857143
91,27.0,23.296703296703296,0.6615093030311443,0.98765
92,73.0,23.83695652173913,0.5663311009945935,0.9875142857142857
93,41.0,24.021505376344088,0.6307699367767428,0.9873785714285714
94,63.0,24.43617021276596,0.617872357841522,0.9872428571428571
95,59.0,24.8,0.6933177871219183,0.9871071428571428
96,28.0,24.833333333333332,0.6158302468912942,0.9869714285714286
97,51.0,25.103092783505154,0.6896203753410601,0.9868357142857143
98,22.0,25.071428571428573,0.6175282746553421,0.9867
99,50.0,25.32323232323232,0.7120996859669685,0.9865642857142857
100,61.0,25.68,0.7129656723776802,0.9864285714285714
101,84.0,26.41,0.7291361121904283,0.9862928571428572
102,104.0,27.27,0.7061551762028382,0.9861571428571428
103,26.0,27.43,0.7108557980794173,0.9860214285714286
104,40.0,27.68,0.754055755585432,0.9858857142857143
105,23.0,27.71,0.7487363024898197,0.98575
106,60.0,27.94,0.7097511107722918,0.9856142857142857
107,54.0,28.34,0.7937668800629951,0.9854785714285714
108,76.0,28.82,0.7793156849710565,0.9853428571428572
109,47.0,29.17,0.7728225842435309,0.9852071428571428
110,43.0,29.14,0.8813072505385376,0.9850714285714286
111,46.0,29.48,0.7327637766366419,0.9849357142857142
112,24.0,29.63,0.7313644488652548,0.9848
113,60.0,30.0,0.8018128484487533,0.9846642857142858
114,64.0,30.48,0.8972099937964231,0.9845285714285714
115,70.0,31.05,0.7445292985865049,0.9843928571428572
116,12.0,31.06,0.980523000160853,0.9842571428571428
117,57.0,31.53,0.8157360684453395,0.9841214285714286
118,34.0,31.69,0.8221791491788977,0.9839857142857142
119,19.0,31.63,0.8988494418169323,0.98385
120,58.0,31.91,0.8343454717562117,0.9837142857142858
121,105.0,32.63,0.8681089344478788,0.9835785714285714
122,138.0,33.82,0.8630916967016199,0.9834428571428572
123,129.0,34.85,0.9100119457688443,0.9833071428571428
124,138.0,36.06,0.8809322364952253,0.9831714285714286
125,135.0,37.32,1.00689223949556,0.9830357142857142
126,207.0,39.27,0.9998167508466232,0.9829
127,149.0,40.48,0.9540659705264456,0.9827642857142858
128,42.0,40.49,1.0114515750181108,0.9826285714285714
129,72.0,41.02,0.9692500419914722,0.9824928571428572
130,144.0,42.16,1.0120618330935638,0.9823571428571428
131,49.0,42.53,1.054154946487777,0.9822214285714286
132,182.0,44.08,0.9897974822056163,0.9820857142857143
133,229.0,46.24,0.883509932256682,0.98195
134,17.0,46.24,0.9656261836781221,0.9818142857142858
135,176.0,47.87,0.884452688169073,0.9816785714285714
136,164.0,49.37,0.9289734887822372,0.9815428571428572
137,163.0,50.72,0.9674639567458556,0.9814071428571428
138,185.0,52.46,0.9383809977286571,0.9812714285714286
139,155.0,53.84,1.027819489663647,0.9811357142857143
140,168.0,55.42,0.9279311109511625,0.981
141,182.0,57.13,0.9427951539938266,0.9808642857142857
142,166.0,58.7,0.9705009685313127,0.9807285714285714
143,171.0,60.27,0.9532478592026303,0.9805928571428572
144,327.0,63.41,0.9920905784729424,0.9804571428571429
145,268.0,65.92,1.0119087639362065,0.9803214285714286
146,431.0,70.07,0.9551808412625452,0.9801857142857143
147,202.0,71.97,0.919709579189225,0.98005
148,240.0,74.19,0.9415565562744935,0.9799142857142857
149,229.0,76.34,0.9567293685466441,0.9797785714285714
150,205.0,78.25,0.9707611847214582,0.9796428571428571
151,250.0,80.5,0.9417970100939274,0.9795071428571429
152,194.0,82.29,0.9805252856584554,0.9793714285714286
153,212.0,84.3,0.9301876086425388,0.9792357142857143
154,180.0,85.96,0.8918108305997319,0.9791
155,115.0,86.85,0.9149883837479612,0.9789642857142857
156,278.0,89.07,0.894973647599812,0.9788285714285714
157,192.0,90.41,0.9786891373902714,0.9786928571428571
158,195.0,92.12,0.9123622528444498,0.9785571428571429
159,153.0,93.49,0.9583840965981187,0.9784214285714286
160,209.0,95.3,0.8623883693911242,0.9782857142857143
161,180.0,96.87,0.8501347946520481,0.97815
162,333.0,100.05,0.8753797530501455,0.9780142857142857
163,194.0,101.71,0.8672878603671783,0.9778785714285714
164,151.0,102.71,0.8536919760795323,0.9777428571428571
165,237.0,104.51,0.9287453366616418,0.9776071428571429
166,139.0,105.78,0.9161859924951903,0.9774714285714285
167,126.0,106.91,0.8194597071066262,0.9773357142857143
168,166.0,108.46,0.9058539135359138,0.9772
169,132.0,109.47,0.9108118266431671,0.9770642857142857
170,127.0,110.03,0.8702969164990886,0.9769285714285715
171,56.0,110.33,0.9882474852326725,0.9767928571428571
172,176.0,111.98,0.8808156985218044,0.9766571428571429
173,116.0,112.91,0.8208191987801472,0.9765214285714285
174,131.0,113.78,0.8686997984528882,0.9763857142857143
175,100.0,114.68,0.9746774070709944,0.97625
176,144.0,115.99,0.886525666496406,0.9761142857142857
177,121.0,116.98,1.0152844111627537,0.9759785714285715
178,124.0,117.82,0.8856165171150239,0.9758428571428571
179,151.0,119.12,0.8081271567301739,0.9757071428571429
180,238.0,121.08,0.8684817613376414,0.9755714285714285
181,99.0,121.69,0.846706460785083,0.9754357142857143
182,106.0,122.27,0.9040722314285923,0.9753000000000001
183,106.0,123.21,0.7938419915032837,0.9751642857142857
184,100.0,124.07,0.9156146575324238,0.9750285714285715
185,144.0,124.7,1.075476136381945,0.9748928571428571
186,119.0,125.61,1.0221073370145148,0.9747571428571429
187,144.0,126.91,0.8909593601581745,0.9746214285714285
188,114.0,127.5,0.9489343415684345,0.9744857142857143
189,164.0,128.88,0.9499224759979037,0.97435
190,230.0,130.9,0.9067431587806862,0.9742142857142857
191,168.0,132.31,0.9114436235201234,0.9740785714285715
192,137.0,132.95,0.9032413092149544,0.9739428571428571
193,145.0,133.99,1.0476526773117225,0.9738071428571429
194,118.0,134.54,0.8312772408964396,0.9736714285714285
195,167.0,135.62,0.8774893586105572,0.9735357142857143
196,78.0,136.12,0.8859060492891914,0.9734
197,106.0,136.67,0.9855838077195551,0.9732642857142857
198,107.0,137.52,0.9402730052019949,0.9731285714285715
199,168.0,138.7,0.9555625890137717,0.9729928571428571
200,124.0,139.33,0.8734780832253877,0.9728571428571429
201,95.0,139.44,0.8310905287042261,0.9727214285714286
202,129.0,139.69,0.8900672544674703,0.9725857142857143
203,139.0,140.82,1.0395406690968885,0.97245
204,117.0,141.59,0.9788298780082637,0.9723142857142857
205,120.0,142.56,0.9119959064681704,0.9721785714285714
206,144.0,143.4,0.929713644404223,0.9720428571428571
207,81.0,143.67,0.8982849616879298,0.9719071428571429
208,176.0,144.67,0.9659220771652393,0.9717714285714286
209,120.0,145.4,0.898482294101268,0.9716357142857143
210,133.0,146.3,0.9040921756339476,0.9715
211,134.0,147.18,0.8719474085634435,0.9713642857142857
212,117.0,148.11,0.8816611342227612,0.9712285714285714
213,88.0,148.39,0.9452516063624485,0.9710928571428572
214,90.0,148.65,0.8483113287844591,0.9709571428571429
215,100.0,148.95,0.8444514627475291,0.9708214285714286
216,103.0,149.86,0.9181714730735109,0.9706857142857143
217,124.0,150.53,0.9435400851446414,0.97055
218,110.0,151.29,0.8906363488259641,0.9704142857142857
