episode,reward,avg100,loss,epsilon
53,15.0,21.0188679245283,0.0019554710597731173,0.9974825
54,21.0,21.01851851851852,0.0016138635165545913,0.997435
55,16.0,20.927272727272726,0.0013268419024825562,0.9973875
56,10.0,20.732142857142858,0.0015404221368953586,0.99734
57,13.0,20.596491228070175,0.0014115345995658292,0.9972925
58,22.0,20.620689655172413,0.0014321731181222606,0.997245
59,28.0,20.74576271186441,0.11541834757995925,0.9971975
60,25.0,20.816666666666666,0.02949234835803509,0.99715
61,22.0,20.83606557377049,0.025213116271929306,0.9971025
62,21.0,20.838709677419356,0.019122492699396042,0.997055
63,14.0,20.73015873015873,0.020185214733438834,0.9970075
64,34.0,20.9375,0.018095645478323978,0.99696
65,20.0,20.923076923076923,0.01779218399897218,0.9969125
66,33.0,21.106060606060606,0.01750994022145416,0.996865
67,11.0,20.955223880597014,0.16099987043575806,0.9968175
68,14.0,20.852941176470587,0.10405148219849382,0.99677
69,27.0,20.942028985507246,0.05399245575622276,0.9967225
70,15.0,20.857142857142858,0.05828296591838201,0.996675
71,11.0,20.718309859154928,0.03717875548384406,0.9966275
72,17.0,20.666666666666668,0.048825723721700555,0.99658
73,13.0,20.561643835616437,0.0477411480477223,0.9965325
74,16.0,20.5,0.044047573348507285,0.996485
75,16.0,20.44,0.04459459206555039,0.9964375
76,21.0,20.44736842105263,0.054226637950965335,0.99639
77,25.0,20.506493506493506,0.04807668998837471,0.9963425
78,10.0,20.371794871794872,0.0502728532999754,0.996295
79,41.0,20.632911392405063,0.13356444207815135,0.9962475
80,18.0,20.6,0.08416511966950363,0.9962
81,13.0,20.506172839506174,0.07802977198018478,0.9961525
82,16.0,20.451219512195124,0.08066618139855564,0.996105
83,32.0,20.59036144578313,0.0705554002779536,0.9960575
84,16.0,20.535714285714285,0.06935863569378853,0.99601
85,19.0,20.51764705882353,0.06926489641007624,0.9959625
86,20.0,20.511627906976745,0.07186834476888179,0.995915
87,19.0,20.49425287356322,0.06764782406389713,0.9958675
88,21.0,20.5,0.1283051926820051,0.99582
89,13.0,20.415730337078653,0.14484453373230421,0.9957725
90,56.0,20.81111111111111,0.10956670669838786,0.995725
91,14.0,20.736263736263737,0.0946287310549191,0.9956775
92,16.0,20.684782608695652,0.08534853928722441,0.99563
93,22.0,20.698924731182796,0.09770671041174368,0.9955825
94,9.0,20.574468085106382,0.09360009597407447,0.995535
95,48.0,20.86315789473684,0.08581485071529944,0.9954875
96,18.0,20.833333333333332,0.08873924509518677,0.99544
97,24.0,20.8659793814433,0.24066932344188294,0.9953925
98,15.0,20.806122448979593,0.13190428217252095,0.995345
99,20.0,20.7979797979798,0.12802905030548573,0.9952975
100,21.0,20.8,0.11536806183201927,0.99525
101,23.0,20.92,0.10523945611456166,0.9952025
102,35.0,21.09,0.11361077300139837,0.995155
103,13.0,21.12,0.0967281091098602,0.9951075
104,15.0,21.12,0.10951322689652443,0.9950600000000001
105,19.0,21.11,0.09719185923275195,0.9950125
106,26.0,21.11,0.2102057862167175,0.994965
107,12.0,21.05,0.17870404943823814,0.9949175
108,30.0,21.18,0.15692029123504955,0.99487
109,11.0,21.15,0.1408051922917366,0.9948225
110,9.0,21.01,0.13705229262510935,0.994775
111,18.0,21.01,0.14167828733722368,0.9947275
112,13.0,21.02,0.10940800435267962,0.99468
113,24.0,21.11,0.13537467488398156,0.9946325
114,32.0,21.25,0.1434770873747766,0.994585
115,14.0,21.27,0.14105821081570216,0.9945375
116,13.0,21.24,0.10593365362057319,0.99449
117,15.0,21.27,0.165902395794789,0.9944425
118,32.0,21.38,0.19093464175239205,0.994395
119,20.0,21.34,0.1399019993841648,0.9943475
120,19.0,21.36,0.15773462857070722,0.9943
121,49.0,21.31,0.14413197346183718,0.9942525
122,58.0,21.65,0.15298782732209254,0.994205
123,14.0,21.63,0.14828836066382273,0.9941575
124,21.0,21.68,0.2626598122574034,0.99411
125,30.0,21.86,0.19605629021922746,0.9940625
126,22.0,21.77,0.20138826898553155,0.994015
127,73.0,22.09,0.17782481678136408,0.9939675
128,28.0,22.24,0.1666648228253637,0.99392
129,14.0,22.02,0.19627818145922252,0.9938725
130,35.0,22.18,0.2457907095551491,0.993825
131,28.0,22.35,0.19854634175343172,0.9937775
132,15.0,22.26,0.21764772186676662,0.99373
133,47.0,22.48,0.19015767663083177,0.9936825
134,39.0,22.72,0.16800135326309082,0.993635
135,12.0,22.53,0.16083313586811224,0.9935875
136,34.0,22.68,0.15964560101137443,0.99354
137,15.0,22.6,0.3040813490748405,0.9934925
138,22.0,22.71,0.23435425487431613,0.993445
139,24.0,22.76,0.1866859815393885,0.9933975
140,10.0,22.36,0.18546995520591736,0.99335
141,13.0,22.38,0.19535071058915213,0.9933025
142,13.0,22.37,0.2308307450551253,0.993255
143,9.0,22.3,0.23008302681975895,0.9932075
144,33.0,22.47,0.21669744722770923,0.99316
145,21.0,22.5,0.1970458814785594,0.9931125
146,14.0,22.32,0.19432124069758824,0.993065
147,41.0,22.31,0.2196608981708201,0.9930175
148,15.0,22.3,0.26351058185100557,0.99297
149,29.0,22.33,0.23750487072714443,0.9929225
150,38.0,22.28,0.2251458015096815,0.992875
151,22.0,22.34,0.21311425451527943,0.9928275
152,11.0,22.23,0.21802213923497635,0.99278
153,10.0,22.18,0.2121956780552864,0.9927325
154,33.0,22.3,0.25225775530844025,0.992685
155,54.0,22.68,0.25106324476224406,0.9926375
156,11.0,22.69,0.34208452566103503,0.99259
157,15.0,22.71,0.267869226137797,0.9925425
158,26.0,22.75,0.26835949833576495,0.992495
159,26.0,22.73,0.2555586730058377,0.9924475
160,21.0,22.69,0.24053810891650973,0.9924
161,13.0,22.6,0.21053846868184897,0.9923525
162,56.0,22.95,0.24607376301927225,0.992305
163,18.0,22.99,0.3316635423236423,0.9922575
164,30.0,22.95,0.3301420087615649,0.99221
165,31.0,23.06,0.2898841899248861,0.9921625
166,26.0,22.99,0.26661342869584376,0.992115
167,17.0,23.05,0.3007432117181666,0.9920675
168,24.0,23.15,0.24155564606189728,0.99202
169,45.0,23.33,0.28708044952816436,0.9919725
170,11.0,23.29,0.22789289192719894,0.991925
171,22.0,23.4,0.3529082028703256,0.9918775
172,18.0,23.41,0.3080708748764462,0.99183
173,13.0,23.41,0.29956866743472904,0.9917825
174,32.0,23.57,0.2790226696524769,0.991735
175,18.0,23.59,0.25798453349206185,0.9916875
176,19.0,23.57,0.32295670164258855,0.99164
177,21.0,23.53,0.27306146671374637,0.9915925
178,61.0,24.04,0.26374622605374604,0.991545
179,34.0,23.97,0.41069403159267764,0.9914975
180,19.0,23.98,0.34582822573812383,0.99145
181,14.0,23.99,0.3162518526826586,0.9914025
182,20.0,24.03,0.33755791559815407,0.991355
183,28.0,23.99,0.3294637660895075,0.9913075
184,44.0,24.27,0.3208168785680424,0.99126
185,15.0,24.23,0.34516321221987406,0.9912125
186,42.0,24.45,0.37455139663957415,0.991165
187,12.0,24.38,0.4686737085382144,0.9911175
188,39.0,24.56,0.33980252077946294,0.99107
189,34.0,24.77,0.37397276653962974,0.9910225
190,15.0,24.36,0.3782148669163386,0.990975
191,53.0,24.75,0.35519927796327844,0.9909275
192,30.0,24.89,0.32003385325272876,0.99088
193,14.0,24.81,0.40211170805352076,0.9908325
194,17.0,24.89,0.4270323181853575,0.990785
195,50.0,24.91,0.3639484065771103,0.9907375
196,39.0,25.12,0.33465725909440946,0.99069
197,16.0,25.04,0.31998657528311014,0.9906425
198,22.0,25.11,0.35580236600203946,0.990595
199,35.0,25.26,0.35869294021810805,0.9905475
200,33.0,25.38,0.4742268883820736,0.9905
201,12.0,25.27,0.438567865639925,0.9904525
202,14.0,25.06,0.3566110283136368,0.990405
203,57.0,25.5,0.41918726187003286,0.9903575
204,29.0,25.64,0.4134752544863471,0.99031
205,73.0,26.18,0.39917281045489117,0.9902625
206,42.0,26.34,0.45099816684212,0.990215
207,21.0,26.43,0.4586135716665359,0.9901675
208,46.0,26.59,0.4537578698085702,0.99012
209,13.0,26.61,0.4077531867302381,0.9900725
210,17.0,26.69,0.4242164475076339,0.990025
211,23.0,26.74,0.4162938575381818,0.9899775
212,19.0,26.8,0.4221035728329106,0.98993
213,45.0,27.01,0.48882830937703453,0.9898825
214,43.0,27.12,0.4735144057939219,0.989835
215,22.0,27.2,0.4658538658510555,0.9897875
216,29.0,27.36,0.4700602025821291,0.98974
217,12.0,27.33,0.4974159523844719,0.9896925
218,14.0,27.15,0.47457590060574667,0.989645
219,60.0,27.55,0.47156742016474407,0.9895975
220,40.0,27.76,0.5669543866068125,0.98955
221,12.0,27.39,0.5429470613598824,0.9895025
222,44.0,27.25,0.5033982199701396,0.989455
223,16.0,27.27,0.5251412745565176,0.9894075
224,14.0,27.2,0.5464214150394712,0.98936
225,54.0,27.44,0.5082092412092067,0.9893125
226,110.0,28.32,0.5002100283449347,0.989265
227,19.0,27.78,0.4930955093157919,0.9892175
228,14.0,27.64,0.5130206282649722,0.98917
229,11.0,27.61,0.43569849837910046,0.9891225
230,13.0,27.39,0.5320347753854898,0.989075
231,16.0,27.27,0.5165603719651699,0.9890275
232,35.0,27.47,0.5181409303631102,0.98898
233,27.0,27.27,0.6092536261788121,0.9889325
234,85.0,27.73,0.567066649128409,0.988885
235,16.0,27.77,0.5063163880258799,0.9888375
236,14.0,27.57,0.6277708028044019,0.98879
237,45.0,27.87,0.5242617309093476,0.9887425
238,31.0,27.96,0.548482495930887,0.988695
239,46.0,28.18,0.5010456974091737,0.9886475
240,11.0,28.19,0.4901976558295163,0.9886
241,25.0,28.31,0.47872030675411226,0.9885525
242,20.0,28.38,0.4813553974032402,0.988505
243,11.0,28.4,0.4534038549119776,0.9884575
244,10.0,28.17,0.5023974537849426,0.98841
245,19.0,28.15,0.4375740054406618,0.9883625
246,21.0,28.22,0.5695530687059674,0.988315
247,62.0,28.43,0.5443801442461629,0.9882675
248,16.0,28.44,0.5539673492312431,0.98822
249,20.0,28.35,0.5666896283626557,0.9881725
250,27.0,28.24,0.5483483307891421,0.988125
