episode,reward,avg100,loss,epsilon
1,11.0,11.0,nan,0.99988125
2,18.0,14.5,nan,0.9997625
3,10.0,13.0,nan,0.99964375
4,15.0,13.5,nan,0.999525
5,20.0,14.8,nan,0.99940625
6,37.0,18.5,nan,0.9992875
7,14.0,17.857142857142858,nan,0.99916875
8,28.0,19.125,nan,0.99905
9,12.0,18.333333333333332,nan,0.99893125
10,46.0,21.1,nan,0.9988125
11,12.0,20.272727272727273,nan,0.99869375
12,9.0,19.333333333333332,nan,0.998575
13,23.0,19.615384615384617,nan,0.99845625
14,16.0,19.357142857142858,nan,0.9983375
15,13.0,18.933333333333334,nan,0.99821875
16,11.0,18.4375,nan,0.9981
17,10.0,17.941176470588236,nan,0.99798125
18,18.0,17.944444444444443,nan,0.9978625
19,25.0,18.31578947368421,nan,0.99774375
20,30.0,18.9,nan,0.997625
21,33.0,19.571428571428573,nan,0.99750625
22,19.0,19.545454545454547,nan,0.9973875
23,26.0,19.82608695652174,nan,0.99726875
24,17.0,19.708333333333332,nan,0.99715
25,9.0,19.28,nan,0.99703125
26,12.0,19.0,nan,0.9969125
27,28.0,19.333333333333332,0.6047710180282593,0.99679375
28,41.0,20.107142857142858,0.3278410038570078,0.996675
29,19.0,20.06896551724138,0.11266967222878807,0.99655625
30,30.0,20.4,0.22503694730500381,0.9964375
31,12.0,20.129032258064516,0.3405994027853012,0.99631875
32,29.0,20.40625,0.1266494985541393,0.9962
33,42.0,21.060606060606062,0.041730707400434074,0.99608125
34,19.0,21.0,0.36289806742417186,0.9959625
35,16.0,20.857142857142858,0.25140837393701077,0.99584375
36,14.0,20.666666666666668,0.1116162897752864,0.995725
37,35.0,21.054054054054053,0.09172573653714998,0.99560625
38,17.0,20.94736842105263,0.07815145175246631,0.9954875
39,31.0,21.205128205128204,0.3517402915223952,0.99536875
40,15.0,21.05,0.1315216064453125,0.99525
41,17.0,20.951219512195124,0.14244936801054897,0.99513125
42,26.0,21.071428571428573,0.13137400852373013,0.9950125
43,11.0,20.837209302325583,0.131805189631202,0.99489375
44,15.0,20.704545454545453,0.42554931392272316,0.994775
45,12.0,20.511111111111113,0.327952550103267,0.99465625
46,17.0,20.434782608695652,0.19874642000478857,0.9945375
47,22.0,20.46808510638298,0.16467836126685143,0.99441875
48,18.0,20.416666666666668,0.16193903920551142,0.9943
49,43.0,20.877551020408163,0.30116056746175124,0.99418125
50,18.0,20.82,0.21071431330508655,0.9940625
